Year,Month,Region,Model,Units_Sold,Avg_Price_EUR,Revenue_EUR,BEV_Share,Premium_Share,GDP_Growth,Fuel_Price_Index
2022,1,USA,3 Series,3228.0,48155,155444340,0.121,20.54,4.57,1.2
2022,Jan,USA,5 Series,9007.0,63233,569539631,0.122,20.54,4.57,1.2
2022,1,USA,X3,10062.0,56001,563482062,0.141,20.54,4.57,1.2
2022,1,USA,X5,12475.0,69481,866775475,0.107,20.54,4.57,1.2
2022,1,USA,X7,11508.0,91173,1049218884,0.133,20.54,4.57,1.2
2022,Jan,USA,i4,10047.0,65920,662298240,0.118,20.54,4.57,1.2
2022,1,USA,iX,11512.0,74221,854432152,0.122,20.54,4.57,1.2
2022,Jan,USA,MINI,11258.0,40901,460463458,0.108,20.54,4.57,1.2
2022,Jan,RestOfWorld,3 Series,6828.0,49022,334722216,0.119,5.55,2.5,1.2
2022,1,RestOfWorld,5 Series,3242.0,62668,203169656,0.124,5.55,2.5,1.2
2022,1,RestOfWorld,X3,11978.0,59900,717482200,0.126,5.55,2.5,1.2
2022,Jan,RestOfWorld,X5,4351.0,68913,299840463,0.119,5.55,2.5,1.2
2022,Jan,RestOfWorld,X7,10933.0,93791,1025417003,0.144,5.55,2.5,1.2
2022,1,RestOfWorld,i4,4103.0,66996,274884588,0.122,5.55,2.5,1.2
2022,1,RestOfWorld,iX,6091.0,75460,459626860,0.126,5.55,2.5,1.2
2022,1,RestOfWorld,MINI,11956.0,41632,497752192,0.133,5.55,2.5,1.2
2022,2,Europe,3 Series,3315.0,47759,158321085,0.108,19.66,3.28,1.23
2022,2,Europe,5 Series,5389.0,63174,340444686,0.109,19.66,3.28,1.23
2022,2,Europe,X3,5938.0,57763,342996694,0.123,19.66,3.28,1.23
2022,2,Europe,X5,9330.0,70003,653127990,0.109,19.66,3.28,1.23
2022,2,Europe,X7,10508.0,91705,963636140,0.125,19.66,3.28,1.23
2022,2,Europe,i4,7076.0,63719,450875644,0.119,19.66,3.28,1.23
2022,2,Europe,iX,5426.0,73283,397633558,0.136,19.66,3.28,1.23
2022,2,Europe,MINI,8873.0,43903,389551319,0.122,19.66,3.28,1.23
2022,2,China,3 Series,9317.0,49286,459197662,0.117,15.26,4.41,1.2
2022,2,China,5 Series,9668.0,63861,617408148,0.128,15.26,4.41,1.2
2022,2,China,X3,3715.0,58223,216298445,0.125,15.26,4.41,1.2
2022,2,China,X5,7471.0,70188,524374548,0.127,15.26,4.41,1.2
2022,2,China,X7,6104.0,90365,551587960,0.122,15.26,4.41,1.2
2022,2,China,i4,7665.0,65704,503621160,0.106,15.26,4.41,1.2
2022,2,China,iX,7791.0,76720,597725520,0.109,15.26,4.41,1.2
2022,2,China,MINI,5727.0,43408,248597616,0.12,15.26,4.41,1.2
2022,2,USA,3 Series,5853.0,46694,273299982,0.123,18.07,3.17,1.17
2022,2,USA,5 Series,3643.0,60151,219130093,0.137,18.07,3.17,1.17
2022,2,USA,X3,11998.0,56495,677827010,0.106,18.07,3.17,1.17
2022,2,USA,X5,4945.0,67556,334064420,0.122,18.07,3.17,1.17
2022,2,USA,X7,4311.0,90734,391154274,0.133,18.07,3.17,1.17
2022,2,USA,i4,10645.0,66066,703272570,0.113,18.07,3.17,1.17
2022,2,USA,iX,8536.0,76691,654634376,0.137,18.07,3.17,1.17
2022,2,USA,MINI,10369.0,40154,416356826,0.138,18.07,3.17,1.17
2022,2,RestOfWorld,3 Series,12628.0,48385,611005780,0.123,6.49,1.47,1.19
2022,2,RestOfWorld,5 Series,8617.0,61716,531806772,0.119,6.49,1.47,1.19
2022,2,RestOfWorld,X3,3496.0,56176,196391296,0.135,6.49,1.47,1.19
2022,2,RestOfWorld,X5,6668.0,69878,465946504,0.124,6.49,1.47,1.19
2022,2,RestOfWorld,X7,12059.0,93426,1126624134,0.132,6.49,1.47,1.19
2022,2,RestOfWorld,i4,6685.0,64331,430052735,0.118,6.49,1.47,1.19
2022,2,RestOfWorld,iX,10119.0,75349,762456531,0.122,6.49,1.47,1.19
2022,2,RestOfWorld,MINI,10119.0,42959,434702121,0.126,6.49,1.47,1.19
2022,3,Europe,3 Series,3256.0,46859,152572904,0.136,14.44,2.63,1.2
2022,3,Europe,5 Series,10510.0,60147,632144970,0.117,14.44,2.63,1.2
2022,3,Europe,X3,6422.0,56537,363080614,0.113,14.44,2.63,1.2
2022,3,Europe,X5,7012.0,67300,471907600,0.111,14.44,2.63,1.2
2022,3,Europe,X7,3970.0,91163,361917110,0.111,14.44,2.63,1.2
2022,3,Europe,i4,9024.0,63555,573520320,0.094,14.44,2.63,1.2
2022,3,Europe,iX,10531.0,75657,796743867,0.11,14.44,2.63,1.2
2022,3,Europe,MINI,11786.0,43887,517252182,0.128,14.44,2.63,1.2
2022,3,China,3 Series,4680.0,49339,230906520,0.127,17.85,3.96,1.21
2022,3,China,5 Series,12306.0,61535,757249710,0.135,17.85,3.96,1.21
2022,3,China,X3,13267.0,57532,763277044,0.101,17.85,3.96,1.21
2022,3,China,X5,13464.0,68157,917665848,0.129,17.85,3.96,1.21
2022,3,China,X7,5539.0,91757,508242023,0.13,17.85,3.96,1.21
2022,3,China,i4,6926.0,64094,443915044,0.115,17.85,3.96,1.21
2022,3,China,iX,8716.0,76226,664385816,0.116,17.85,3.96,1.21
2022,3,China,MINI,11088.0,40815,452556720,0.129,17.85,3.96,1.21
2022,3,USA,3 Series,4817.0,49364,237786388,0.125,15.92,4.37,1.17
2022,3,USA,5 Series,4351.0,63342,275601042,0.112,15.92,4.37,1.17
2022,3,USA,X3,10576.0,59911,633618736,0.126,15.92,4.37,1.17
2022,3,USA,X5,5101.0,67471,344169571,0.101,15.92,4.37,1.17
2022,3,USA,X7,6702.0,91037,610129974,0.126,15.92,4.37,1.17
2022,3,USA,i4,7666.0,64829,496979114,0.119,15.92,4.37,1.17
2022,3,USA,iX,3527.0,75569,266531863,0.121,15.92,4.37,1.17
2022,3,USA,MINI,5465.0,41680,227781200,0.111,15.92,4.37,1.17
2022,3,RestOfWorld,3 Series,14244.0,48153,685891332,0.108,5.96,3.58,1.22
2022,3,RestOfWorld,5 Series,9491.0,60213,571481583,0.123,5.96,3.58,1.22
2022,3,RestOfWorld,X3,12058.0,56865,685678170,0.121,5.96,3.58,1.22
2022,3,RestOfWorld,X5,4032.0,67391,271720512,0.121,5.96,3.58,1.22
2022,3,RestOfWorld,X7,8909.0,92942,828020278,0.131,5.96,3.58,1.22
2022,3,RestOfWorld,i4,11451.0,65888,754483488,0.135,5.96,3.58,1.22
2022,3,RestOfWorld,iX,6242.0,73739,460278838,0.113,5.96,3.58,1.22
2022,3,RestOfWorld,MINI,4983.0,40468,201652044,0.116,5.96,3.58,1.22
2022,4,Europe,3 Series,7506.0,47777,358614162,0.132,14.59,2.48,1.22
2022,4,Europe,5 Series,10239.0,60853,623073867,0.12,14.59,2.48,1.22
2022,4,Europe,X3,6630.0,58952,390851760,0.118,14.59,2.48,1.22
2022,4,Europe,X5,8419.0,68269,574756711,0.129,14.59,2.48,1.22
2022,4,Europe,X7,11031.0,93446,1030802826,0.099,14.59,2.48,1.22
2022,4,Europe,i4,11777.0,66461,782711197,0.117,14.59,2.48,1.22
2022,4,Europe,iX,4447.0,74586,331683942,0.114,14.59,2.48,1.22
2022,4,Europe,MINI,11261.0,41271,464752731,0.122,14.59,2.48,1.22
2022,4,China,3 Series,12227.0,46824,572517048,0.112,17.2,2.43,1.18
2022,4,China,5 Series,3463.0,62399,216087737,0.119,17.2,2.43,1.18
2022,4,China,X3,8974.0,57016,511661584,0.117,17.2,2.43,1.18
2022,4,China,X5,10477.0,68961,722504397,0.115,17.2,2.43,1.18
2022,4,China,X7,11401.0,90529,1032121129,0.132,17.2,2.43,1.18
2022,4,China,i4,10184.0,65276,664770784,0.118,17.2,2.43,1.18
2022,4,China,iX,10526.0,76068,800691768,0.13,17.2,2.43,1.18
2022,4,China,MINI,7444.0,42669,317628036,0.123,17.2,2.43,1.18
2022,4,USA,3 Series,2987.0,46138,137814206,0.122,20.19,4.21,1.15
2022,4,USA,5 Series,2865.0,63257,181231305,0.117,20.19,4.21,1.15
2022,4,USA,X3,6102.0,57624,351621648,0.102,20.19,4.21,1.15
2022,4,USA,X5,9419.0,67740,638043060,0.121,20.19,4.21,1.15
2022,4,USA,X7,7934.0,93381,740884854,0.136,20.19,4.21,1.15
2022,4,USA,i4,8872.0,65880,584487360,0.119,20.19,4.21,1.15
2022,4,USA,iX,7859.0,74553,585912027,0.11,20.19,4.21,1.15
2022,4,USA,MINI,7077.0,42159,298359243,0.118,20.19,4.21,1.15
2022,4,RestOfWorld,3 Series,8382.0,47273,396242286,0.122,5.5,3.93,1.27
2022,4,RestOfWorld,5 Series,6198.0,63659,394558482,0.131,5.5,3.93,1.27
2022,4,RestOfWorld,X3,3863.0,59029,228029027,0.119,5.5,3.93,1.27
2022,4,RestOfWorld,X5,8077.0,68926,556715302,0.124,5.5,3.93,1.27
2022,4,RestOfWorld,X7,6021.0,90253,543413313,0.117,5.5,3.93,1.27
2022,4,RestOfWorld,i4,8306.0,63328,526002368,0.119,5.5,3.93,1.27
2022,4,RestOfWorld,iX,5898.0,76891,453503118,0.106,5.5,3.93,1.27
2022,4,RestOfWorld,MINI,5737.0,41192,236318504,0.122,5.5,3.93,1.27
2022,5,Europe,3 Series,9876.0,49426,488131176,0.11,15.41,2.6,1.18
2022,5,Europe,5 Series,11646.0,61166,712339236,0.137,15.41,2.6,1.18
2022,5,Europe,X3,6727.0,56899,382759573,0.116,15.41,2.6,1.18
2022,5,Europe,X5,9207.0,70691,650852037,0.11,15.41,2.6,1.18
2022,5,Europe,X7,7465.0,91260,681255900,0.12,15.41,2.6,1.18
2022,5,Europe,i4,9448.0,64008,604747584,0.121,15.41,2.6,1.18
2022,5,Europe,iX,7250.0,75682,548694500,0.116,15.41,2.6,1.18
2022,5,Europe,MINI,10438.0,40989,427843182,0.125,15.41,2.6,1.18
2022,5,China,3 Series,10069.0,48400,487339600,0.105,17.96,2.59,1.24
2022,5,China,5 Series,10840.0,62571,678269640,0.111,17.96,2.59,1.24
2022,5,China,X3,6818.0,59383,404873294,0.118,17.96,2.59,1.24
2022,5,China,X5,2764.0,67196,185729744,0.128,17.96,2.59,1.24
2022,5,China,X7,3593.0,91388,328357084,0.118,17.96,2.59,1.24
2022,5,China,i4,5229.0,63569,332402301,0.107,17.96,2.59,1.24
2022,5,China,iX,5465.0,74204,405524860,0.118,17.96,2.59,1.24
2022,5,China,MINI,3238.0,40070,129746660,0.111,17.96,2.59,1.24
2022,5,USA,3 Series,9597.0,46220,443573340,0.112,20.51,4.02,1.22
2022,5,USA,5 Series,6560.0,60181,394787360,0.109,20.51,4.02,1.22
2022,5,USA,X3,7343.0,59681,438237583,0.11,20.51,4.02,1.22
2022,5,USA,X5,7124.0,70010,498751240,0.103,20.51,4.02,1.22
2022,5,USA,X7,3268.0,91533,299129844,0.125,20.51,4.02,1.22
2022,5,USA,i4,11615.0,63104,732952960,0.127,20.51,4.02,1.22
2022,5,USA,iX,4784.0,73428,351279552,0.136,20.51,4.02,1.22
2022,5,USA,MINI,11837.0,41230,488039510,0.105,20.51,4.02,1.22
2022,5,RestOfWorld,3 Series,12296.0,49801,612353096,0.107,5.46,3.43,1.19
2022,5,RestOfWorld,5 Series,11120.0,62415,694054800,0.119,5.46,3.43,1.19
2022,5,RestOfWorld,X3,2926.0,57193,167346718,0.121,5.46,3.43,1.19
2022,5,RestOfWorld,X5,11280.0,70161,791416080,0.114,5.46,3.43,1.19
2022,5,RestOfWorld,X7,8581.0,90432,775996992,0.111,5.46,3.43,1.19
2022,5,RestOfWorld,i4,3548.0,65246,231492808,0.138,5.46,3.43,1.19
2022,5,RestOfWorld,iX,5066.0,73926,374509116,0.117,5.46,3.43,1.19
2022,5,RestOfWorld,MINI,8285.0,42607,352998995,0.121,5.46,3.43,1.19
2022,6,Europe,3 Series,11232.0,48958,549896256,0.133,20.37,3.07,1.12
2022,6,Europe,5 Series,12573.0,63523,798674679,0.124,20.37,3.07,1.12
2022,6,Europe,X3,8713.0,59285,516550205,0.124,20.37,3.07,1.12
2022,6,Europe,X5,11700.0,68137,797202900,0.119,20.37,3.07,1.12
2022,6,Europe,X7,14100.0,91334,1287809400,0.112,20.37,3.07,1.12
2022,6,Europe,i4,9964.0,64847,646135508,0.12,20.37,3.07,1.12
2022,6,Europe,iX,11520.0,76926,886187520,0.118,20.37,3.07,1.12
2022,6,Europe,MINI,7166.0,43155,309248730,0.123,20.37,3.07,1.12
2022,6,China,3 Series,8535.0,48253,411839355,0.132,17.29,1.14,1.2
2022,6,China,5 Series,8201.0,62467,512291867,0.136,17.29,1.14,1.2
2022,6,China,X3,4148.0,57729,239459892,0.118,17.29,1.14,1.2
2022,6,China,X5,11048.0,67054,740812592,0.113,17.29,1.14,1.2
2022,6,China,X7,6824.0,90452,617244448,0.107,17.29,1.14,1.2
2022,6,China,i4,11133.0,64545,718579485,0.119,17.29,1.14,1.2
2022,6,China,iX,4781.0,76476,365631756,0.133,17.29,1.14,1.2
2022,6,China,MINI,14670.0,42651,625690170,0.11,17.29,1.14,1.2
2022,6,USA,3 Series,8185.0,49516,405288460,0.119,19.36,3.11,1.21
2022,6,USA,5 Series,7228.0,61701,445974828,0.109,19.36,3.11,1.21
2022,6,USA,X3,12120.0,59875,725685000,0.118,19.36,3.11,1.21
2022,6,USA,X5,9852.0,70691,696447732,0.129,19.36,3.11,1.21
2022,6,USA,X7,10765.0,90126,970206390,0.131,19.36,3.11,1.21
2022,6,USA,i4,8223.0,64847,533236881,0.104,19.36,3.11,1.21
2022,6,USA,iX,14382.0,73024,1050231168,0.121,19.36,3.11,1.21
2022,6,USA,MINI,13363.0,43588,582466444,0.114,19.36,3.11,1.21
2022,6,RestOfWorld,3 Series,10131.0,48284,489165204,0.126,5.57,3.24,1.17
2022,6,RestOfWorld,5 Series,4817.0,63497,305865049,0.129,5.57,3.24,1.17
2022,6,RestOfWorld,X3,8466.0,57176,484052016,0.11,5.57,3.24,1.17
2022,6,RestOfWorld,X5,8417.0,67997,572330749,0.099,5.57,3.24,1.17
2022,6,RestOfWorld,X7,8101.0,92156,746555756,0.111,5.57,3.24,1.17
2022,6,RestOfWorld,i4,8072.0,64207,518278904,0.109,5.57,3.24,1.17
2022,6,RestOfWorld,iX,13081.0,73372,959779132,0.112,5.57,3.24,1.17
2022,6,RestOfWorld,MINI,9998.0,43670,436612660,0.135,5.57,3.24,1.17
2022,7,Europe,3 Series,11911.0,47040,560293440,0.12,20.56,3.52,1.24
2022,7,Europe,5 Series,7318.0,62990,460960820,0.126,20.56,3.52,1.24
2022,7,Europe,X3,11649.0,57552,670423248,0.139,20.56,3.52,1.24
2022,7,Europe,X5,8602.0,68396,588342392,0.115,20.56,3.52,1.24
2022,7,Europe,X7,12181.0,93619,1140373039,0.14,20.56,3.52,1.24
2022,7,Europe,i4,9647.0,63428,611889916,0.143,20.56,3.52,1.24
2022,7,Europe,iX,6340.0,74992,475449280,0.145,20.56,3.52,1.24
2022,7,Europe,MINI,5046.0,40306,203384076,0.12,20.56,3.52,1.24
2022,7,China,3 Series,3428.0,46343,158863804,0.104,14.63,2.69,1.18
2022,7,China,5 Series,8403.0,60208,505927824,0.134,14.63,2.69,1.18
2022,7,China,X3,7699.0,58318,448990282,0.111,14.63,2.69,1.18
2022,7,China,X5,3637.0,68723,249945551,0.101,14.63,2.69,1.18
2022,7,China,X7,4834.0,91388,441769592,0.134,14.63,2.69,1.18
2022,7,China,i4,3829.0,66731,255512999,0.121,14.63,2.69,1.18
2022,7,China,iX,6269.0,74545,467322605,0.126,14.63,2.69,1.18
2022,7,China,MINI,3798.0,42426,161133948,0.113,14.63,2.69,1.18
2022,7,USA,3 Series,10314.0,47968,494741952,0.13,20.77,0.1,1.22
2022,7,USA,5 Series,3711.0,61105,226760655,0.133,20.77,0.1,1.22
2022,7,USA,X3,4258.0,57425,244515650,0.112,20.77,0.1,1.22
2022,7,USA,X5,9739.0,69440,676276160,0.134,20.77,0.1,1.22
2022,7,USA,X7,9954.0,93539,931087206,0.128,20.77,0.1,1.22
2022,7,USA,i4,6365.0,66275,421840375,0.117,20.77,0.1,1.22
2022,7,USA,iX,5044.0,76350,385109400,0.14,20.77,0.1,1.22
2022,7,USA,MINI,7885.0,40403,318577655,0.123,20.77,0.1,1.22
2022,7,RestOfWorld,3 Series,12608.0,48180,607453440,0.119,6.64,2.64,1.19
2022,7,RestOfWorld,5 Series,8766.0,60177,527511582,0.1,6.64,2.64,1.19
2022,7,RestOfWorld,X3,9600.0,56585,543216000,0.119,6.64,2.64,1.19
2022,7,RestOfWorld,X5,9688.0,67989,658677432,0.124,6.64,2.64,1.19
2022,7,RestOfWorld,X7,4856.0,91502,444333712,0.128,6.64,2.64,1.19
2022,7,RestOfWorld,i4,9182.0,66323,608977786,0.109,6.64,2.64,1.19
2022,7,RestOfWorld,iX,4832.0,73709,356161888,0.123,6.64,2.64,1.19
2022,7,RestOfWorld,MINI,6444.0,40044,258043536,0.114,6.64,2.64,1.19
2022,8,Europe,3 Series,3831.0,47439,181738809,0.117,19.89,2.18,1.22
2022,8,Europe,5 Series,9131.0,62562,571253622,0.133,19.89,2.18,1.22
2022,8,Europe,X3,5065.0,56508,286213020,0.112,19.89,2.18,1.22
2022,8,Europe,X5,5191.0,70164,364221324,0.124,19.89,2.18,1.22
2022,8,Europe,X7,12107.0,93905,1136907835,0.113,19.89,2.18,1.22
2022,8,Europe,i4,6074.0,66302,402718348,0.112,19.89,2.18,1.22
2022,8,Europe,iX,9834.0,73324,721068216,0.113,19.89,2.18,1.22
2022,8,Europe,MINI,6444.0,43587,280874628,0.113,19.89,2.18,1.22
2022,8,China,3 Series,12643.0,49127,621112661,0.111,17.11,2.78,1.23
2022,8,China,5 Series,9855.0,60472,595951560,0.134,17.11,2.78,1.23
2022,8,China,X3,6272.0,57264,359159808,0.109,17.11,2.78,1.23
2022,8,China,X5,3036.0,68872,209095392,0.125,17.11,2.78,1.23
2022,8,China,X7,4813.0,92521,445303573,0.114,17.11,2.78,1.23
2022,8,China,i4,5406.0,64390,348092340,0.115,17.11,2.78,1.23
2022,8,China,iX,12578.0,73441,923740898,0.114,17.11,2.78,1.23
2022,8,China,MINI,5259.0,40727,214183293,0.129,17.11,2.78,1.23
2022,8,USA,3 Series,9238.0,47570,439451660,0.138,17.21,4.14,1.27
2022,8,USA,5 Series,7292.0,63959,466389028,0.102,17.21,4.14,1.27
2022,8,USA,X3,11925.0,58164,693605700,0.138,17.21,4.14,1.27
2022,8,USA,X5,6857.0,68139,467229123,0.121,17.21,4.14,1.27
2022,8,USA,X7,10901.0,93880,1023385880,0.1,17.21,4.14,1.27
2022,8,USA,i4,9638.0,65579,632050402,0.119,17.21,4.14,1.27
2022,8,USA,iX,5623.0,75758,425987234,0.118,17.21,4.14,1.27
2022,8,USA,MINI,4334.0,43728,189517152,0.103,17.21,4.14,1.27
2022,8,RestOfWorld,3 Series,7815.0,48261,377159715,0.126,5.61,1.77,1.2
2022,8,RestOfWorld,5 Series,4655.0,63672,296393160,0.126,5.61,1.77,1.2
2022,8,RestOfWorld,X3,6283.0,59748,375396684,0.13,5.61,1.77,1.2
2022,8,RestOfWorld,X5,11427.0,68075,777893025,0.124,5.61,1.77,1.2
2022,8,RestOfWorld,X7,8414.0,93046,782889044,0.137,5.61,1.77,1.2
2022,8,RestOfWorld,i4,5674.0,64189,364208386,0.095,5.61,1.77,1.2
2022,8,RestOfWorld,iX,10794.0,74614,805383516,0.101,5.61,1.77,1.2
2022,8,RestOfWorld,MINI,7742.0,43706,338371852,0.12,5.61,1.77,1.2
2022,9,Europe,3 Series,4091.0,48561,198663051,0.116,15.14,3.99,1.22
2022,9,Europe,5 Series,5460.0,62728,342494880,0.146,15.14,3.99,1.22
2022,9,Europe,X3,7435.0,58228,432925180,0.123,15.14,3.99,1.22
2022,9,Europe,X5,6517.0,70372,458614324,0.112,15.14,3.99,1.22
2022,9,Europe,X7,6415.0,93385,599064775,0.113,15.14,3.99,1.22
2022,9,Europe,i4,11255.0,63922,719442110,0.122,15.14,3.99,1.22
2022,9,Europe,iX,13045.0,73564,959642380,0.114,15.14,3.99,1.22
2022,9,Europe,MINI,7093.0,42597,302140521,0.116,15.14,3.99,1.22
2022,9,China,3 Series,3354.0,47928,160750512,0.114,20.79,4.17,1.19
2022,9,China,5 Series,12619.0,60348,761531412,0.123,20.79,4.17,1.19
2022,9,China,X3,8909.0,58941,525105369,0.118,20.79,4.17,1.19
2022,9,China,X5,11913.0,68015,810262695,0.108,20.79,4.17,1.19
2022,9,China,X7,10727.0,91893,985736211,0.137,20.79,4.17,1.19
2022,9,China,i4,9636.0,66482,640620552,0.131,20.79,4.17,1.19
2022,9,China,iX,12588.0,75658,952382904,0.133,20.79,4.17,1.19
2022,9,China,MINI,7371.0,42662,314461602,0.133,20.79,4.17,1.19
2022,9,USA,3 Series,4403.0,48824,214972072,0.132,18.12,3.76,1.22
2022,9,USA,5 Series,4571.0,60229,275306759,0.123,18.12,3.76,1.22
2022,9,USA,X3,8357.0,59566,497793062,0.127,18.12,3.76,1.22
2022,9,USA,X5,6843.0,67688,463188984,0.118,18.12,3.76,1.22
2022,9,USA,X7,3555.0,91724,326078820,0.098,18.12,3.76,1.22
2022,9,USA,i4,6840.0,66417,454292280,0.117,18.12,3.76,1.22
2022,9,USA,iX,12193.0,76332,930716076,0.117,18.12,3.76,1.22
2022,9,USA,MINI,8458.0,40122,339351876,0.119,18.12,3.76,1.22
2022,9,RestOfWorld,3 Series,13427.0,46437,623509599,0.112,6.95,3.43,1.18
2022,9,RestOfWorld,5 Series,7698.0,63161,486213378,0.119,6.95,3.43,1.18
2022,9,RestOfWorld,X3,13165.0,59270,780289550,0.113,6.95,3.43,1.18
2022,9,RestOfWorld,X5,13770.0,69580,958116600,0.1,6.95,3.43,1.18
2022,9,RestOfWorld,X7,13417.0,91272,1224596424,0.118,6.95,3.43,1.18
2022,9,RestOfWorld,i4,3824.0,66848,255626752,0.132,6.95,3.43,1.18
2022,9,RestOfWorld,iX,10207.0,76875,784663125,0.128,6.95,3.43,1.18
2022,9,RestOfWorld,MINI,12359.0,42933,530608947,0.129,6.95,3.43,1.18
2022,10,Europe,3 Series,3561.0,46158,164368638,0.11,16.78,3.57,1.2
2022,10,Europe,5 Series,7413.0,62272,461622336,0.121,16.78,3.57,1.2
2022,10,Europe,X3,8184.0,57840,473362560,0.119,16.78,3.57,1.2
2022,10,Europe,X5,9105.0,70035,637668675,0.125,16.78,3.57,1.2
2022,10,Europe,X7,3432.0,91065,312535080,0.127,16.78,3.57,1.2
2022,10,Europe,i4,2960.0,64081,189679760,0.123,16.78,3.57,1.2
2022,10,Europe,iX,6793.0,75970,516064210,0.131,16.78,3.57,1.2
2022,10,Europe,MINI,12602.0,43670,550329340,0.112,16.78,3.57,1.2
2022,10,China,3 Series,2730.0,46564,127119720,0.104,14.74,1.85,1.21
2022,10,China,5 Series,12254.0,62553,766524462,0.129,14.74,1.85,1.21
2022,10,China,X3,6564.0,58451,383672364,0.126,14.74,1.85,1.21
2022,10,China,X5,7587.0,68391,518882517,0.13,14.74,1.85,1.21
2022,10,China,X7,3974.0,91920,365290080,0.106,14.74,1.85,1.21
2022,10,China,i4,6436.0,63104,406137344,0.131,14.74,1.85,1.21
2022,10,China,iX,11106.0,73981,821632986,0.112,14.74,1.85,1.21
2022,10,China,MINI,8630.0,41836,361044680,0.126,14.74,1.85,1.21
2022,10,USA,3 Series,4855.0,49278,239244690,0.112,17.5,3.42,1.18
2022,10,USA,5 Series,4036.0,62808,253493088,0.128,17.5,3.42,1.18
2022,10,USA,X3,6985.0,56114,391956290,0.135,17.5,3.42,1.18
2022,10,USA,X5,4365.0,68322,298225530,0.125,17.5,3.42,1.18
2022,10,USA,X7,8997.0,90977,818520069,0.122,17.5,3.42,1.18
2022,10,USA,i4,12574.0,63296,795883904,0.12,17.5,3.42,1.18
2022,10,USA,iX,6689.0,74892,500952588,0.125,17.5,3.42,1.18
2022,10,USA,MINI,2846.0,43662,124262052,0.117,17.5,3.42,1.18
2022,10,RestOfWorld,3 Series,12094.0,49259,595738346,0.121,5.45,3.49,1.16
2022,10,RestOfWorld,5 Series,9255.0,60546,560353230,0.106,5.45,3.49,1.16
2022,10,RestOfWorld,X3,8225.0,56438,464202550,0.115,5.45,3.49,1.16
2022,10,RestOfWorld,X5,4524.0,68615,310414260,0.13,5.45,3.49,1.16
2022,10,RestOfWorld,X7,4627.0,90306,417845862,0.11,5.45,3.49,1.16
2022,10,RestOfWorld,i4,6702.0,63618,426367836,0.12,5.45,3.49,1.16
2022,10,RestOfWorld,iX,3864.0,76752,296569728,0.115,5.45,3.49,1.16
2022,10,RestOfWorld,MINI,7989.0,41557,331998873,0.131,5.45,3.49,1.16
2022,11,Europe,3 Series,4343.0,46670,202687810,0.13,14.38,2.28,1.18
2022,11,Europe,5 Series,8365.0,61096,511068040,0.119,14.38,2.28,1.18
2022,11,Europe,X3,9705.0,59130,573856650,0.131,14.38,2.28,1.18
2022,11,Europe,X5,11206.0,68122,763375132,0.132,14.38,2.28,1.18
2022,11,Europe,X7,6942.0,92003,638684826,0.109,14.38,2.28,1.18
2022,11,Europe,i4,4295.0,63754,273823430,0.128,14.38,2.28,1.18
2022,11,Europe,iX,10529.0,73540,774302660,0.118,14.38,2.28,1.18
2022,11,Europe,MINI,8522.0,40269,343172418,0.133,14.38,2.28,1.18
2022,11,China,3 Series,3861.0,47092,181822212,0.127,19.33,1.18,1.18
2022,11,China,5 Series,11760.0,63720,749347200,0.119,19.33,1.18,1.18
2022,11,China,X3,6987.0,58744,410444328,0.119,19.33,1.18,1.18
2022,11,China,X5,12495.0,70964,886695180,0.118,19.33,1.18,1.18
2022,11,China,X7,10406.0,90631,943106186,0.11,19.33,1.18,1.18
2022,11,China,i4,3384.0,65204,220650336,0.129,19.33,1.18,1.18
2022,11,China,iX,6843.0,76243,521730849,0.116,19.33,1.18,1.18
2022,11,China,MINI,3425.0,40074,137253450,0.102,19.33,1.18,1.18
2022,11,USA,3 Series,11715.0,49001,574046715,0.121,18.17,1.93,1.25
2022,11,USA,5 Series,9802.0,60111,589208022,0.114,18.17,1.93,1.25
2022,11,USA,X3,10258.0,59936,614823488,0.118,18.17,1.93,1.25
2022,11,USA,X5,12562.0,68075,855158150,0.113,18.17,1.93,1.25
2022,11,USA,X7,6784.0,91924,623612416,0.121,18.17,1.93,1.25
2022,11,USA,i4,12361.0,63556,785615716,0.118,18.17,1.93,1.25
2022,11,USA,iX,9886.0,73578,727392108,0.121,18.17,1.93,1.25
2022,11,USA,MINI,3235.0,42161,136390835,0.119,18.17,1.93,1.25
2022,11,RestOfWorld,3 Series,9087.0,46579,423263373,0.105,5.76,3.81,1.18
2022,11,RestOfWorld,5 Series,4319.0,63762,275388078,0.102,5.76,3.81,1.18
2022,11,RestOfWorld,X3,3898.0,56030,218404940,0.124,5.76,3.81,1.18
2022,11,RestOfWorld,X5,8057.0,70916,571370212,0.111,5.76,3.81,1.18
2022,11,RestOfWorld,X7,4410.0,91353,402866730,0.113,5.76,3.81,1.18
2022,11,RestOfWorld,i4,3476.0,66895,232527020,0.12,5.76,3.81,1.18
2022,11,RestOfWorld,iX,12101.0,75333,911604633,0.133,5.76,3.81,1.18
2022,11,RestOfWorld,MINI,4564.0,41477,189301028,0.113,5.76,3.81,1.18
2022,12,Europe,3 Series,3464.0,46810,162149840,0.117,14.24,1.31,1.22
2022,12,Europe,5 Series,11508.0,63888,735223104,0.133,14.24,1.31,1.22
2022,12,Europe,X3,5583.0,57377,320335791,0.11,14.24,1.31,1.22
